Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department
HHS-0050-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),CMS Connect (CCN),CCN AI for Global Search ,Operation and Maintenance,,,Department of Health and Human Services
HHS-0051-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),CMS Enterprise Portal Services (CMS Enterprise Portal-Chatbot),CMS Enterprise Portal AI for Process Efficiency Improvement| Knowledge Management,Operation and Maintenance,,,Department of Health and Human Services
HHS-0052-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Federally Facilitated Marketplaces (FFM),FFM AI for Anomaly Detection and Correction| Classification| Forecasting and Predicting Time Series,Initiation,,,Department of Health and Human Services
HHS-0053-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Marketplace Learning Management System (MLMS),MLMS AI for Language Interpretation and Translation,Operation and Maintenance,,,Department of Health and Human Services
HHS-0054-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Medicaid And CHIP Financial (MACFin) Anomaly Detection Model for DSH Audit,"MACFin AI team developed machine learning model to predict anomalies within DSH audit data. The model flags top outliers in the submitted DSH hospitals data in terms of extreme behavior in the data based on amounts and other characteristics of the data to isolate the most outliers in the data. For example, out of all DSH allocations, the model can identify the top 1-5% outliers in the data for further review and auditing. Such model facilitates targeted investigations for gaps and barriers. In addition, the model can support the process by minimizing overpayment and/or underpayment and amounts redistribution",Initiation,,,Department of Health and Human Services
HHS-0055-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Medicaid And CHIP Financial (MACFin) DSH Payment Forecasting model,"Forecasting model to predict future DSH payment (next 1 year) based on historical data and trends (ex: last 1-3 years). Multiple models were trained based on time series (i.e., statistical models) and machine learning based model and compared for best performance in terms of average means error on DSH payment amount across all hospitals. DSH data were highly disorganized, the team spent time cleaning and combing the data from over 6 years for all states to conduct full model implementation and meaningful analysis. Predicting future DSH payment facilitates early planning and recommendations around trends, redistributions, etc. Modified models can also be built to predict other DSH-related metrics like payment-to-uncompensated ratio, underpayment, or overpayment",Initiation,,,Department of Health and Human Services
HHS-0056-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Performance Metrics Database and Analytics (PMDA),PMDA AI for Anomaly Detection and Correction| Language Interpretation and Translation| Knowledge Management,Initiation,,,Department of Health and Human Services
HHS-0057-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),"Relationships, Events, Contacts, and Outreach Network (RECON)",RECON AI for Recommender System| Sentiment Analysis,Operation and Maintenance,,,Department of Health and Human Services
HHS-0058-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Risk Adjustment Payment Integrity Determination System (RAPIDS),RAPIDS AI for Classification| Process Efficiency Improvement,Operation and Maintenance,,,Department of Health and Human Services
HHS-0059-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Drug Cost Increase Predictions,Use Historical drug costs increases to predict future increases,Initiation,,,Department of Health and Human Services
HHS-0060-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Brand vs Generic Market Share,Analyze generic drugs compared to brand drugs over time and forecast future market shares based on Part D claims volume,Initiation,,,Department of Health and Human Services
HHS-0061-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Drug cost anomaly detection,Identify anomalies in drug costs on Part D claims,Initiation,,,Department of Health and Human Services
HHS-0062-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Artificial Intelligence (AI) Explorers Program Pilot - Automated Technical Profile,90 day Pilot is to engage in research and development to investigate applications in the generation of a machine-readable Automated Technical Profile for CMS systems with the goal of inferring the technology fingerprint of CMS projects based on multiple data sources at different stages of their development lifecycle,Development and Acquisition,,,Department of Health and Human Services
HHS-0063-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Artificial Intelligence (AI) Explorers Program Pilot - Section 508 accessibility Testing,90 day Pilot is to better inform CMS technical leads and Application Development Organizations (ADOs) to conduct a comprehensive analysis on the data from the test result documents in support of the CMS Section 508 Program.,Development and Acquisition,,,Department of Health and Human Services
HHS-0064-2023,HHS,FDA,CBER/OBPV/DABRA,Process Large Amount of Submitted Docket Comments,"Provide an automated process to transfer, deduplicate, summarize and cluster docket comments using AI/ML",Implementation,,,Department of Health and Human Services
HHS-0065-2023,HHS,FDA,CBER/OBPV/DABRA,To develop novel approaches to expand and/or modify the vaccine AESI phenotypes in order to further improve adverse event detection,Developing a BERT-like ML model to improve detection of adverse events of special interest by applying a clinical-oriented language models pre-trained using the clinical documents from UCSF,Implementation,,,Department of Health and Human Services
HHS-0066-2023,HHS,FDA,CBER/OBPV/DABRA,"BEST Platform improves post-market surveillance efforts through the semi-automated detection, validation and reporting of adverse events.","The BEST Platform employs a suite of applications and techniques to improve the detection, validation and reporting of  biologics-related adverse events from electronic health records (EHRs). The Platform utilizes ML and NLP to detect potential adverse events, and extract the important features for clinicians to validate.  ",Implementation,,,Department of Health and Human Services
